67,,,,,ETHIOPIAN PHARMACEUTICAL SUPPLY SERVICE COMPREHENSIVE PHARMACEUTICAL PROCUREMENT CONTRACT MANAGEMENT FOLLOW UP SHEET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Contract Administration Team,,,,,,,,,,,,Bank and Insurance Team,,,,,Shipment Follow Up and Port Clearance Team,,,,,,,,,Current PG Status,,,Remark
S.N,Recevied date from TMD,Tender reference number,PO No,Supplier,Country of Origin,Local A.,Discription of the product,Unit,Qauntity,Unit Price,Total Price,Total PO Amount,Currency,Budget Source,PG Expiry Date,File Transferred to (BI) Date,BI Officer,LC Opening status,LC Opened Date,LC Expiry Date,Number of Days After LC Opened,Shipment Officer,Shipment Status,Current LC Status,Bill/Shipped date,Supply Status,Port Arrival Date,Date of Clearance to WH,Port Dwell Time,Order Closure,Remaining Days for PG Expiry,Status,Status Date,
,,,,,,,Frusemide - 40mg - Tablet,10x10,"88,464",0.8,"70,771.200",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Hydrochlorothiazide - 25mg - Tablet,10x10,"245,500",0.36,"88,380.000",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Salbutamol (Albuterol) - 2mg/5ml - Syrup,100ml,"30,496",0.19,"5,794.240",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Methyl Prednisolone - 40mg/ml in 1ml Ampoule - Injection,Each,"3,431",0.59,"2,024.290",,,,,,,,,,,,,,,,,,,,,,,
802,10/8/2023,ICB/EPSA6/RDF-R/PH/13/22,7515,SCOTT EDIL PHARMACIA LTD,India,Kare Pharmaceuticals PLC,Lidocaine HCL - 2% in 50ml - Injection,Each,"559,215",0.25,"139,803.750","139,803.75",USD,RDF,,,Selamawit,,,,46226,,,LC Expired,,,,,0,,Please enter PG expiry date,,,
803,10/8/2023,ICB/EPSA6/RDF-R/PH/13/22,7514,SCOTT EDIL PHARMACIA LTD,India,Kare Pharmaceuticals PLC,Betamethasone - 4mg/ml in 1ml Ampoule - Injection,5,"1,298",2.7,"3,504.600","167,597.91",USD,RDF,,,Selamawit,,,,46226,,,LC Expired,,,,,0,,Please enter PG expiry date,,,
,,,,,,,Chlorpheniramine Maleate - 2mg/5ml - Syrup,100ml,"134,942",0.18,"24,289.560",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Lidocaine HCL - 2% in 50ml - Injection,Each,"559,215",0.25,139.803.75,,,,,,,,,,,,,,,,,,,,,,,
806,10/8/2023,ICB/EPSA6/RDF-R/PH/13/22,7501,SCOTT EDIL PHARMACIA LTD,India,Kare Pharmaceuticals PLC,Acetylsalicylic Acid - 81mg - Tablet( Enteric Coated),20x10,"88,150",1.512,"133,282.800","267,097.85",USD,RDF,,,Mahider,,,,46226,,,LC Expired,,,,,0,,Please enter PG expiry date,,,
,,,,,,,Azithromycin - 500mg - Tablet,10x3,"64,645",2.07,"133,815.150",,,,,,,,,,,,,,,,,,,,,,,
